ID,abs_rel,sq_rel,rmse,rmse_log,d1,d2,d3
unlimited,0.401,7.117,11.198,0.410,0.532,0.758,0.878,3.174
proxy_dpth,0.683,23.149,22.960,0.581,0.382,0.577,0.732,4.273
15m,0.146,0.346,1.774,0.171,0.823,0.977,0.995,1.569
25m,0.217,1.072,3.610,0.250,0.670,0.905,0.981,2.011
50m,0.335,3.858,7.767,0.356,0.559,0.794,0.914,2.754
80m,0.401,7.115,11.191,0.410,0.532,0.758,0.878,3.174
