ID,abs_rel,sq_rel,rmse,rmse_log,d1,d2,d3
unlimited,0.336,5.175,10.021,0.348,0.595,0.830,0.923,2.541
proxy_dpth,0.559,16.863,20.631,0.503,0.425,0.647,0.797,3.623
15m,0.145,0.270,1.581,0.153,0.891,0.991,0.998,1.067
25m,0.194,0.744,3.068,0.210,0.739,0.962,0.993,1.480
50m,0.285,2.800,6.848,0.301,0.624,0.867,0.954,2.162
80m,0.336,5.174,10.013,0.348,0.595,0.830,0.923,2.541
