ID,abs_rel,sq_rel,rmse,rmse_log,d1,d2,d3
unlimited,0.154,2.068,7.741,0.243,0.791,0.910,0.960,2.242
proxy_dpth,0.264,6.071,13.909,0.345,0.639,0.816,0.912,3.131
15m,0.054,0.089,0.818,0.078,0.960,0.988,0.996,1.124
25m,0.081,0.279,1.895,0.125,0.914,0.974,0.991,1.600
50m,0.130,1.165,4.952,0.204,0.829,0.934,0.973,2.060
80m,0.154,2.057,7.688,0.242,0.791,0.910,0.960,2.242
