ID,abs_rel,sq_rel,rmse,rmse_log,d1,d2,d3
unlimited,0.302,4.027,9.191,0.314,0.615,0.860,0.945,2.241
proxy_dpth,0.486,13.344,19.106,0.453,0.443,0.685,0.841,3.271
15m,0.148,0.269,1.572,0.153,0.905,0.991,0.998,1.005
25m,0.190,0.673,2.934,0.202,0.756,0.971,0.994,1.368
50m,0.261,2.227,6.289,0.275,0.644,0.895,0.970,1.919
80m,0.302,4.027,9.191,0.314,0.615,0.860,0.945,2.241
