ID,abs_rel,sq_rel,rmse,rmse_log,d1,d2,d3
unlimited,0.308,4.252,9.297,0.319,0.617,0.858,0.941,2.254
proxy_dpth,0.482,13.300,18.671,0.450,0.455,0.703,0.844,3.295
15m,0.145,0.260,1.552,0.150,0.911,0.992,0.998,0.943
25m,0.189,0.672,2.919,0.200,0.761,0.973,0.994,1.309
50m,0.266,2.380,6.411,0.279,0.646,0.892,0.967,1.928
80m,0.308,4.252,9.297,0.319,0.617,0.858,0.941,2.254
