ID,abs_rel,sq_rel,rmse,rmse_log,d1,d2,d3
unlimited,0.142,1.785,7.566,0.230,0.805,0.920,0.966,2.111
proxy_dpth,0.234,4.971,12.915,0.319,0.671,0.842,0.930,2.908
15m,0.055,0.085,0.788,0.076,0.963,0.989,0.997,1.067
25m,0.078,0.248,1.776,0.117,0.924,0.978,0.993,1.535
50m,0.121,1.009,4.671,0.191,0.844,0.943,0.978,1.980
80m,0.142,1.760,7.445,0.228,0.806,0.921,0.967,2.111
