ID,abs_rel,sq_rel,rmse,rmse_log,d1,d2,d3
unlimited,0.153,2.066,7.990,0.248,0.786,0.907,0.958,2.275
proxy_dpth,0.256,5.809,13.784,0.341,0.641,0.819,0.916,3.100
15m,0.055,0.091,0.828,0.079,0.960,0.987,0.996,1.162
25m,0.081,0.276,1.900,0.125,0.914,0.973,0.990,1.662
50m,0.129,1.147,5.013,0.206,0.827,0.932,0.972,2.113
80m,0.153,2.047,7.898,0.247,0.787,0.908,0.959,2.275
