ID,abs_rel,sq_rel,rmse,rmse_log,d1,d2,d3
unlimited,0.152,2.028,7.759,0.242,0.794,0.911,0.960,2.222
proxy_dpth,0.257,5.755,13.468,0.335,0.649,0.826,0.920,3.059
15m,0.055,0.092,0.829,0.079,0.960,0.987,0.996,1.133
25m,0.080,0.273,1.873,0.124,0.917,0.973,0.991,1.611
50m,0.128,1.152,4.940,0.203,0.833,0.934,0.972,2.058
80m,0.151,1.997,7.593,0.240,0.796,0.912,0.961,2.222
