ID,abs_rel,sq_rel,rmse,rmse_log,d1,d2,d3
unlimited,0.326,4.853,9.736,0.335,0.603,0.842,0.931,2.396
proxy_dpth,0.541,16.504,20.284,0.486,0.435,0.663,0.814,3.489
15m,0.142,0.256,1.538,0.148,0.910,0.992,0.998,0.967
25m,0.192,0.715,3.012,0.204,0.749,0.969,0.993,1.379
50m,0.279,2.661,6.676,0.292,0.632,0.879,0.960,2.036
80m,0.326,4.853,9.736,0.335,0.603,0.842,0.931,2.396
