ID,abs_rel,sq_rel,rmse,rmse_log,d1,d2,d3
unlimited,0.329,4.779,9.552,0.334,0.601,0.847,0.934,2.385
proxy_dpth,0.521,14.878,19.295,0.472,0.436,0.685,0.831,3.440
15m,0.157,0.294,1.630,0.161,0.887,0.990,0.998,1.017
25m,0.200,0.732,3.011,0.210,0.741,0.967,0.992,1.409
50m,0.284,2.674,6.587,0.293,0.629,0.882,0.960,2.049
80m,0.329,4.778,9.552,0.334,0.601,0.847,0.934,2.385
