ID,abs_rel,sq_rel,rmse,rmse_log,d1,d2,d3
unlimited,0.150,1.942,7.685,0.241,0.787,0.910,0.962,2.236
proxy_dpth,0.259,5.783,13.792,0.338,0.634,0.819,0.917,3.109
15m,0.054,0.090,0.824,0.078,0.959,0.988,0.996,1.158
25m,0.079,0.273,1.908,0.125,0.913,0.974,0.992,1.650
50m,0.127,1.089,4.934,0.203,0.826,0.934,0.974,2.068
80m,0.150,1.928,7.612,0.240,0.788,0.911,0.963,2.236
