ID,abs_rel,sq_rel,rmse,rmse_log,d1,d2,d3
unlimited,0.278,4.114,9.284,0.306,0.678,0.861,0.938,2.363
proxy_dpth,0.528,16.040,20.641,0.484,0.455,0.646,0.797,3.513
15m,0.115,0.189,1.307,0.126,0.937,0.992,0.998,0.991
25m,0.154,0.532,2.601,0.175,0.836,0.972,0.993,1.331
50m,0.232,2.142,6.175,0.260,0.712,0.898,0.965,1.984
80m,0.278,4.114,9.284,0.306,0.678,0.861,0.938,2.363
