ID,abs_rel,sq_rel,rmse,rmse_log,d1,d2,d3
unlimited,0.167,2.263,8.273,0.262,0.758,0.894,0.954,2.403
proxy_dpth,0.272,6.301,14.471,0.360,0.618,0.800,0.904,3.277
15m,0.056,0.094,0.863,0.081,0.961,0.987,0.995,1.273
25m,0.087,0.307,2.089,0.136,0.901,0.971,0.990,1.751
50m,0.141,1.270,5.489,0.224,0.796,0.920,0.968,2.205
80m,0.167,2.247,8.207,0.262,0.758,0.894,0.955,2.403
