ID,abs_rel,sq_rel,rmse,rmse_log,d1,d2,d3
unlimited,0.143,1.693,7.675,0.239,0.786,0.910,0.963,2.178
proxy_dpth,0.234,4.847,13.211,0.325,0.650,0.834,0.928,2.982
15m,0.056,0.089,0.819,0.079,0.960,0.988,0.996,1.223
25m,0.080,0.266,1.910,0.126,0.913,0.972,0.991,1.713
50m,0.122,0.978,4.979,0.203,0.824,0.933,0.974,2.048
80m,0.142,1.667,7.531,0.237,0.787,0.911,0.964,2.178
