ID,abs_rel,sq_rel,rmse,rmse_log,d1,d2,d3
unlimited,0.152,2.043,7.913,0.245,0.790,0.909,0.959,2.250
proxy_dpth,0.246,5.495,13.595,0.336,0.651,0.826,0.920,3.069
15m,0.055,0.091,0.816,0.078,0.960,0.987,0.996,1.146
25m,0.080,0.277,1.866,0.123,0.917,0.974,0.991,1.651
50m,0.129,1.173,4.968,0.204,0.831,0.934,0.972,2.107
80m,0.151,2.014,7.775,0.243,0.791,0.910,0.960,2.250
