ID,abs_rel,sq_rel,rmse,rmse_log,d1,d2,d3
unlimited,0.266,4.065,10.013,0.343,0.612,0.822,0.919,3.054
proxy_dpth,0.403,11.192,17.903,0.449,0.509,0.719,0.843,3.986
15m,0.097,0.212,1.454,0.136,0.891,0.981,0.994,1.780
25m,0.153,0.707,3.196,0.215,0.754,0.933,0.980,2.235
50m,0.227,2.304,6.836,0.303,0.643,0.852,0.942,2.762
80m,0.266,4.005,9.633,0.341,0.613,0.823,0.920,3.054
