ID,abs_rel,sq_rel,rmse,rmse_log,d1,d2,d3
unlimited,0.308,3.941,9.128,0.315,0.596,0.861,0.946,2.232
proxy_dpth,0.489,13.486,19.226,0.454,0.432,0.684,0.843,3.322
15m,0.165,0.317,1.693,0.167,0.864,0.992,0.999,1.087
25m,0.206,0.749,3.054,0.214,0.725,0.965,0.994,1.481
50m,0.268,2.180,6.180,0.277,0.625,0.897,0.970,1.922
80m,0.308,3.941,9.128,0.315,0.596,0.861,0.946,2.232
