ID,abs_rel,sq_rel,rmse,rmse_log,d1,d2,d3
unlimited,0.153,2.028,7.857,0.244,0.789,0.909,0.959,2.239
proxy_dpth,0.246,5.482,13.577,0.336,0.652,0.825,0.919,3.071
15m,0.056,0.092,0.823,0.079,0.959,0.987,0.996,1.144
25m,0.081,0.281,1.879,0.124,0.915,0.974,0.990,1.639
50m,0.129,1.153,4.960,0.204,0.829,0.933,0.972,2.088
80m,0.152,2.014,7.794,0.243,0.790,0.910,0.960,2.239
