ID,abs_rel,sq_rel,rmse,rmse_log,d1,d2,d3
unlimited,0.325,4.505,9.504,0.330,0.588,0.849,0.937,2.277
proxy_dpth,0.483,13.249,18.728,0.450,0.450,0.701,0.845,3.293
15m,0.159,0.299,1.652,0.161,0.881,0.992,0.999,0.958
25m,0.204,0.745,3.047,0.211,0.726,0.970,0.994,1.337
50m,0.282,2.524,6.546,0.289,0.616,0.885,0.965,1.944
80m,0.325,4.505,9.504,0.330,0.588,0.849,0.937,2.277
