ID,abs_rel,sq_rel,rmse,rmse_log,d1,d2,d3
unlimited,0.143,1.790,7.595,0.229,0.804,0.920,0.966,2.115
proxy_dpth,0.234,4.965,12.913,0.318,0.671,0.841,0.930,2.910
15m,0.053,0.080,0.769,0.074,0.966,0.990,0.997,1.045
25m,0.077,0.248,1.761,0.116,0.925,0.978,0.993,1.496
50m,0.121,0.991,4.644,0.189,0.844,0.944,0.978,1.967
80m,0.142,1.763,7.460,0.228,0.806,0.921,0.967,2.115
