ID,abs_rel,sq_rel,rmse,rmse_log,d1,d2,d3
unlimited,0.319,4.530,9.444,0.328,0.605,0.851,0.937,2.361
proxy_dpth,0.486,13.433,18.541,0.453,0.455,0.709,0.845,3.403
15m,0.154,0.288,1.621,0.159,0.891,0.990,0.998,1.054
25m,0.196,0.707,2.986,0.207,0.746,0.968,0.993,1.429
50m,0.275,2.516,6.502,0.287,0.634,0.885,0.963,2.029
80m,0.319,4.530,9.444,0.328,0.605,0.851,0.937,2.361
