ID,abs_rel,sq_rel,rmse,rmse_log,d1,d2,d3
unlimited,0.315,4.599,9.526,0.326,0.622,0.850,0.935,2.313
proxy_dpth,0.491,13.855,19.062,0.456,0.457,0.694,0.837,3.333
15m,0.138,0.247,1.497,0.145,0.918,0.992,0.998,0.900
25m,0.187,0.689,2.918,0.198,0.770,0.970,0.993,1.300
50m,0.270,2.538,6.519,0.283,0.652,0.887,0.963,1.962
80m,0.315,4.599,9.526,0.326,0.622,0.850,0.935,2.313
