ID,abs_rel,sq_rel,rmse,rmse_log,d1,d2,d3
unlimited,0.347,5.413,10.249,0.362,0.570,0.807,0.912,2.684
proxy_dpth,0.533,15.649,20.010,0.493,0.427,0.656,0.810,3.691
15m,0.143,0.288,1.623,0.156,0.866,0.989,0.996,1.223
25m,0.201,0.838,3.245,0.221,0.709,0.946,0.991,1.655
50m,0.295,2.992,7.103,0.315,0.598,0.842,0.944,2.318
80m,0.347,5.413,10.249,0.362,0.570,0.807,0.912,2.684
