ID,abs_rel,sq_rel,rmse,rmse_log,d1,d2,d3
unlimited,0.143,1.756,7.338,0.226,0.806,0.922,0.967,2.081
proxy_dpth,0.250,5.623,13.314,0.326,0.659,0.832,0.923,2.965
15m,0.054,0.085,0.791,0.076,0.964,0.989,0.997,1.041
25m,0.077,0.249,1.782,0.117,0.925,0.977,0.993,1.480
50m,0.121,1.010,4.677,0.191,0.843,0.943,0.977,1.922
80m,0.142,1.737,7.244,0.225,0.807,0.922,0.968,2.081
