ID,abs_rel,sq_rel,rmse,rmse_log,d1,d2,d3
unlimited,0.338,5.155,9.997,0.350,0.593,0.827,0.922,2.562
proxy_dpth,0.547,16.235,20.247,0.497,0.431,0.656,0.802,3.626
15m,0.151,0.282,1.601,0.158,0.882,0.990,0.998,1.090
25m,0.198,0.758,3.086,0.213,0.736,0.958,0.993,1.514
50m,0.288,2.815,6.876,0.304,0.622,0.863,0.952,2.192
80m,0.338,5.154,9.996,0.350,0.593,0.827,0.922,2.562
