ID,abs_rel,sq_rel,rmse,rmse_log,d1,d2,d3
unlimited,0.268,4.107,10.273,0.342,0.614,0.823,0.920,3.050
proxy_dpth,0.413,11.602,18.212,0.452,0.505,0.716,0.841,4.000
15m,0.095,0.211,1.451,0.135,0.892,0.980,0.993,1.741
25m,0.152,0.705,3.192,0.214,0.754,0.933,0.981,2.199
50m,0.228,2.324,6.822,0.303,0.644,0.853,0.942,2.747
80m,0.267,4.051,9.581,0.340,0.615,0.823,0.920,3.050
