ID,abs_rel,sq_rel,rmse,rmse_log,d1,d2,d3
unlimited,0.151,1.984,7.989,0.246,0.785,0.908,0.959,2.265
proxy_dpth,0.252,5.563,13.655,0.339,0.645,0.822,0.918,3.091
15m,0.056,0.094,0.847,0.081,0.959,0.986,0.996,1.197
25m,0.082,0.280,1.929,0.127,0.913,0.972,0.990,1.690
50m,0.127,1.091,4.958,0.205,0.826,0.933,0.973,2.107
80m,0.151,1.937,7.756,0.244,0.787,0.909,0.960,2.265
