ID,abs_rel,sq_rel,rmse,rmse_log,d1,d2,d3
unlimited,0.144,1.811,7.425,0.227,0.809,0.921,0.966,2.094
proxy_dpth,0.252,5.646,13.292,0.328,0.663,0.833,0.923,2.982
15m,0.055,0.085,0.780,0.075,0.963,0.989,0.997,1.016
25m,0.078,0.254,1.776,0.117,0.923,0.977,0.992,1.449
50m,0.121,1.016,4.576,0.188,0.847,0.944,0.978,1.934
80m,0.143,1.791,7.319,0.226,0.810,0.922,0.967,2.094
