ID,abs_rel,sq_rel,rmse,rmse_log,d1,d2,d3
unlimited,0.313,4.596,9.492,0.325,0.616,0.851,0.936,2.338
proxy_dpth,0.500,14.451,19.204,0.461,0.449,0.693,0.837,3.374
15m,0.134,0.245,1.504,0.143,0.915,0.991,0.998,0.946
25m,0.184,0.685,2.924,0.197,0.763,0.970,0.994,1.333
50m,0.268,2.534,6.519,0.283,0.645,0.887,0.963,1.989
80m,0.313,4.596,9.492,0.325,0.616,0.851,0.936,2.338
