ID,abs_rel,sq_rel,rmse,rmse_log,d1,d2,d3
unlimited,0.145,1.851,7.895,0.238,0.794,0.914,0.962,2.184
proxy_dpth,0.243,5.387,13.307,0.328,0.661,0.831,0.921,3.003
15m,0.055,0.084,0.796,0.077,0.964,0.988,0.997,1.141
25m,0.078,0.246,1.813,0.119,0.922,0.976,0.992,1.599
50m,0.121,1.001,4.828,0.196,0.835,0.939,0.975,2.038
80m,0.144,1.806,7.686,0.236,0.796,0.915,0.963,2.184
