Wall time,Step,Value
1721941637.6882703,0,0.14632293581962585
1721941915.414392,1,0.1194615364074707
1721942155.786564,2,0.1124752014875412
1721942353.6768289,3,0.11941816657781601
1721942548.8199852,4,0.1230240911245346
1721942742.932097,5,0.09064678847789764
1721942939.910839,6,0.17869941890239716
1721943136.9849536,7,0.1498851776123047
1721943333.5461001,8,0.16044950485229492
1721943526.232748,9,0.18551160395145416
1721943718.0701532,10,0.17863382399082184
1721943911.253451,11,0.17792271077632904
1721944106.0930986,12,0.15490446984767914
1721944300.4193678,13,0.16233351826667786
1721944491.6657927,14,0.17174139618873596
1721944681.210148,15,0.1597292423248291
1721944876.4586296,16,0.15023303031921387
1721945072.814437,17,0.1533816158771515
1721945268.560395,18,0.18328331410884857
1721945459.9762352,19,0.15558882057666779
1721945653.085141,20,0.11251795291900635
1721945845.4097195,21,0.15330290794372559
1721946043.5116642,22,0.14133712649345398
1721946238.1209795,23,0.09743130952119827
1721946429.4400356,24,0.14454865455627441
1721946621.512575,25,0.1262163370847702
1721946814.1907203,26,0.10504644364118576
1721947009.953928,27,0.13503001630306244
1721947204.9977822,28,0.15298433601856232
1721947396.4647264,29,0.12561894953250885
1721947588.3183427,30,0.11161059886217117
1721947779.8829825,31,0.1595190018415451
1721947975.084437,32,0.10136234015226364
1721948169.5430405,33,0.13762183487415314
1721948364.1192858,34,0.13666266202926636
1721948555.3725271,35,0.1488247513771057
1721948746.0230038,36,0.14620180428028107
1721948939.9081337,37,0.14726828038692474
1721949135.0384915,38,0.14146967232227325
1721949329.21003,39,0.12013435363769531
1721949522.4182124,40,0.16796870529651642
1721949714.087342,41,0.15967676043510437
1721949908.2609627,42,0.1305580586194992
1721950103.8001597,43,0.15119436383247375
1721950300.181293,44,0.14013241231441498
1721950493.4989183,45,0.151149183511734
1721950684.1521409,46,0.18340879678726196
1721950876.8724587,47,0.14637191593647003
1721951071.3390238,48,0.16933737695217133
1721951265.9687395,49,0.16106528043746948
1721951456.5769756,50,0.14869090914726257
1721951648.1682832,51,0.158590167760849
1721951840.2462018,52,0.15848422050476074
1721952034.8616035,53,0.15234600007534027
1721952227.4558098,54,0.15154731273651123
1721952417.8087997,55,0.1484512835741043
1721952614.4071982,56,0.15050049126148224
1721952806.79275,57,0.1419343650341034
1721953002.3493302,58,0.1557614803314209
1721953198.3304524,59,0.14242516458034515
1721953391.3168998,60,0.14289028942584991
1721953585.7207837,61,0.1658458113670349
1721953777.3162603,62,0.1137307658791542
1721953973.5582917,63,0.14956067502498627
1721954168.7982848,64,0.1604764312505722
1721954363.894002,65,0.159966379404068
1721954557.1650193,66,0.1557263731956482
1721954748.4073052,67,0.1526564210653305
1721954943.232452,68,0.1495954841375351
1721955137.751542,69,0.1733192801475525
1721955332.1145694,70,0.18397824466228485
1721955525.4831038,71,0.14177022874355316
1721955716.4822397,72,0.1623006910085678
1721955910.2170587,73,0.1709873527288437
1721956104.1628752,74,0.18241363763809204
1721956298.0193114,75,0.18404872715473175
1721956489.8724265,76,0.15940962731838226
1721956681.3685703,77,0.15887005627155304
1721956873.3888857,78,0.15213191509246826
1721957067.7579076,79,0.16903215646743774
1721957261.4211438,80,0.1810169368982315
1721957452.5289593,81,0.1728905588388443
1721957643.8593347,82,0.1738806664943695
1721957836.575143,83,0.18409711122512817
