ID,abs_rel,sq_rel,rmse,rmse_log,d1,d2,d3
unlimited,0.287,3.757,9.043,0.310,0.629,0.860,0.944,2.336
proxy_dpth,0.459,12.280,18.558,0.443,0.458,0.698,0.848,3.364
15m,0.141,0.258,1.537,0.150,0.900,0.990,0.998,1.178
25m,0.182,0.643,2.899,0.199,0.768,0.968,0.993,1.527
50m,0.249,2.097,6.211,0.272,0.658,0.894,0.968,2.038
80m,0.287,3.756,9.038,0.310,0.629,0.860,0.944,2.336
