ID,abs_rel,sq_rel,rmse,rmse_log,d1,d2,d3
unlimited,0.339,5.078,9.757,0.343,0.578,0.838,0.929,2.435
proxy_dpth,0.551,16.578,19.985,0.489,0.424,0.666,0.818,3.496
15m,0.152,0.292,1.641,0.158,0.882,0.991,0.998,1.046
25m,0.204,0.792,3.131,0.215,0.716,0.964,0.992,1.455
50m,0.292,2.843,6.754,0.300,0.606,0.874,0.957,2.092
80m,0.339,5.077,9.754,0.343,0.578,0.839,0.929,2.435
