ID,abs_rel,sq_rel,rmse,rmse_log,d1,d2,d3
unlimited,0.308,5.264,10.253,0.346,0.631,0.823,0.914,2.831
proxy_dpth,0.603,20.052,22.515,0.539,0.424,0.596,0.744,4.015
15m,0.105,0.196,1.334,0.128,0.914,0.987,0.996,1.319
25m,0.155,0.637,2.908,0.194,0.787,0.953,0.989,1.650
50m,0.248,2.589,6.760,0.290,0.664,0.863,0.950,2.366
80m,0.308,5.264,10.253,0.346,0.631,0.823,0.914,2.831
