ID,abs_rel,sq_rel,rmse,rmse_log,d1,d2,d3
unlimited,0.264,3.581,8.755,0.292,0.690,0.877,0.950,2.271
proxy_dpth,0.467,12.958,18.592,0.445,0.479,0.703,0.845,3.340
15m,0.128,0.208,1.365,0.135,0.936,0.990,0.998,1.025
25m,0.159,0.512,2.578,0.177,0.840,0.973,0.994,1.383
50m,0.225,1.905,5.898,0.252,0.722,0.910,0.972,1.945
80m,0.264,3.581,8.752,0.292,0.690,0.877,0.950,2.271
