ID,abs_rel,sq_rel,rmse,rmse_log,d1,d2,d3
unlimited,0.169,2.284,8.442,0.266,0.752,0.892,0.952,2.433
proxy_dpth,0.275,6.432,14.612,0.362,0.614,0.796,0.901,3.286
15m,0.058,0.098,0.882,0.083,0.959,0.986,0.995,1.325
25m,0.089,0.316,2.139,0.139,0.897,0.970,0.989,1.800
50m,0.142,1.274,5.514,0.226,0.792,0.919,0.968,2.243
80m,0.168,2.257,8.326,0.265,0.753,0.892,0.953,2.433
