ID,abs_rel,sq_rel,rmse,rmse_log,d1,d2,d3
unlimited,0.276,4.328,10.334,0.343,0.615,0.823,0.918,3.049
proxy_dpth,0.425,12.153,18.583,0.457,0.503,0.711,0.836,4.020
15m,0.096,0.210,1.446,0.135,0.892,0.982,0.994,1.710
25m,0.154,0.714,3.179,0.213,0.755,0.935,0.982,2.168
50m,0.234,2.419,6.825,0.303,0.644,0.853,0.942,2.732
80m,0.276,4.281,9.648,0.342,0.615,0.823,0.919,3.049
