ID,abs_rel,sq_rel,rmse,rmse_log,d1,d2,d3
unlimited,0.311,4.463,9.550,0.326,0.610,0.851,0.936,2.391
proxy_dpth,0.522,15.195,19.992,0.477,0.431,0.664,0.818,3.470
15m,0.148,0.275,1.598,0.155,0.894,0.989,0.998,1.121
25m,0.189,0.677,2.958,0.204,0.753,0.968,0.992,1.470
50m,0.265,2.367,6.422,0.281,0.640,0.889,0.965,2.027
80m,0.311,4.463,9.550,0.326,0.610,0.851,0.936,2.391
