ID,abs_rel,sq_rel,rmse,rmse_log,d1,d2,d3
unlimited,0.167,2.192,8.196,0.261,0.756,0.894,0.955,2.391
proxy_dpth,0.276,6.290,14.546,0.358,0.609,0.799,0.906,3.261
15m,0.059,0.099,0.886,0.084,0.960,0.986,0.995,1.307
25m,0.089,0.316,2.127,0.139,0.898,0.970,0.989,1.766
50m,0.141,1.241,5.453,0.223,0.794,0.920,0.969,2.198
80m,0.167,2.177,8.137,0.261,0.756,0.895,0.955,2.391
