ID,abs_rel,sq_rel,rmse,rmse_log,d1,d2,d3
unlimited,0.147,1.888,7.452,0.228,0.809,0.921,0.966,2.106
proxy_dpth,0.249,5.521,13.247,0.327,0.667,0.836,0.924,2.964
15m,0.055,0.083,0.782,0.075,0.965,0.990,0.997,1.009
25m,0.079,0.258,1.775,0.117,0.926,0.978,0.993,1.449
50m,0.125,1.072,4.617,0.189,0.847,0.944,0.977,1.941
80m,0.147,1.881,7.416,0.228,0.809,0.921,0.966,2.106
