ID,abs_rel,sq_rel,rmse,rmse_log,d1,d2,d3
unlimited,0.144,1.800,7.638,0.232,0.801,0.917,0.964,2.142
proxy_dpth,0.233,4.897,12.913,0.318,0.669,0.842,0.929,2.925
15m,0.055,0.084,0.787,0.075,0.963,0.989,0.997,1.069
25m,0.078,0.255,1.802,0.119,0.922,0.977,0.993,1.557
50m,0.122,1.022,4.723,0.193,0.840,0.940,0.976,2.011
80m,0.143,1.777,7.530,0.231,0.801,0.918,0.964,2.142
