ID,abs_rel,sq_rel,rmse,rmse_log,d1,d2,d3
unlimited,0.308,4.171,9.262,0.317,0.612,0.860,0.943,2.225
proxy_dpth,0.492,13.694,19.044,0.455,0.448,0.692,0.838,3.282
15m,0.153,0.282,1.609,0.157,0.897,0.991,0.999,0.964
25m,0.194,0.680,2.921,0.202,0.751,0.973,0.995,1.312
50m,0.267,2.309,6.337,0.278,0.641,0.895,0.969,1.895
80m,0.308,4.171,9.261,0.317,0.612,0.860,0.943,2.225
