ID,abs_rel,sq_rel,rmse,rmse_log,d1,d2,d3
unlimited,0.146,1.816,7.335,0.227,0.802,0.919,0.968,2.098
proxy_dpth,0.254,5.628,13.329,0.327,0.655,0.832,0.923,2.980
15m,0.053,0.087,0.794,0.076,0.962,0.988,0.997,0.989
25m,0.078,0.257,1.793,0.118,0.920,0.977,0.993,1.436
50m,0.124,1.027,4.670,0.191,0.838,0.941,0.978,1.927
80m,0.146,1.801,7.259,0.226,0.803,0.920,0.968,2.098
