ID,abs_rel,sq_rel,rmse,rmse_log,d1,d2,d3
unlimited,0.150,1.977,8.002,0.248,0.785,0.907,0.958,2.261
proxy_dpth,0.246,5.436,13.635,0.339,0.645,0.821,0.917,3.098
15m,0.055,0.091,0.833,0.080,0.960,0.987,0.996,1.220
25m,0.080,0.276,1.919,0.127,0.914,0.972,0.990,1.719
50m,0.126,1.108,5.040,0.207,0.826,0.932,0.971,2.119
80m,0.149,1.955,7.897,0.247,0.786,0.908,0.958,2.261
