ID,abs_rel,sq_rel,rmse,rmse_log,d1,d2,d3
unlimited,0.285,3.938,9.057,0.305,0.652,0.867,0.946,2.234
proxy_dpth,0.485,13.736,19.102,0.454,0.465,0.692,0.835,3.322
15m,0.128,0.221,1.428,0.137,0.932,0.991,0.998,0.936
25m,0.171,0.597,2.762,0.187,0.800,0.974,0.994,1.300
50m,0.244,2.153,6.165,0.265,0.683,0.902,0.970,1.901
80m,0.285,3.938,9.056,0.305,0.652,0.867,0.946,2.234
