ID,abs_rel,sq_rel,rmse,rmse_log,d1,d2,d3
unlimited,0.317,4.436,9.439,0.325,0.605,0.851,0.938,2.296
proxy_dpth,0.499,13.855,19.018,0.459,0.445,0.689,0.837,3.316
15m,0.148,0.269,1.573,0.153,0.905,0.992,0.998,0.954
25m,0.194,0.705,2.983,0.204,0.747,0.972,0.994,1.344
50m,0.274,2.499,6.535,0.285,0.633,0.885,0.964,1.969
80m,0.317,4.436,9.439,0.325,0.605,0.851,0.938,2.296
