ID,abs_rel,sq_rel,rmse,rmse_log,d1,d2,d3
unlimited,0.400,7.317,11.334,0.412,0.538,0.756,0.875,3.231
proxy_dpth,0.703,24.346,23.292,0.593,0.380,0.565,0.719,4.346
15m,0.130,0.308,1.693,0.160,0.840,0.980,0.995,1.525
25m,0.207,1.041,3.579,0.245,0.681,0.908,0.982,2.001
50m,0.330,3.916,7.822,0.356,0.565,0.793,0.913,2.790
80m,0.400,7.317,11.330,0.412,0.538,0.756,0.875,3.231
