ID,abs_rel,sq_rel,rmse,rmse_log,d1,d2,d3
unlimited,0.155,2.071,7.746,0.246,0.786,0.908,0.960,2.255
proxy_dpth,0.267,6.088,13.867,0.345,0.631,0.817,0.916,3.141
15m,0.057,0.099,0.864,0.082,0.957,0.985,0.995,1.204
25m,0.082,0.288,1.939,0.128,0.911,0.971,0.990,1.670
50m,0.131,1.185,5.055,0.209,0.824,0.931,0.971,2.080
80m,0.154,2.053,7.656,0.245,0.787,0.908,0.960,2.255
