ID,abs_rel,sq_rel,rmse,rmse_log,d1,d2,d3
unlimited,0.344,5.156,9.808,0.345,0.581,0.836,0.928,2.422
proxy_dpth,0.556,16.602,20.012,0.491,0.427,0.665,0.812,3.488
15m,0.158,0.306,1.663,0.162,0.878,0.989,0.998,1.016
25m,0.207,0.797,3.119,0.216,0.721,0.962,0.992,1.421
50m,0.296,2.893,6.773,0.302,0.609,0.872,0.957,2.074
80m,0.344,5.155,9.806,0.345,0.581,0.836,0.928,2.422
