ID,abs_rel,sq_rel,rmse,rmse_log,d1,d2,d3
unlimited,0.140,1.772,7.782,0.234,0.800,0.917,0.964,2.142
proxy_dpth,0.228,4.779,12.874,0.318,0.670,0.842,0.930,2.926
15m,0.052,0.082,0.780,0.074,0.964,0.989,0.997,1.101
25m,0.076,0.245,1.794,0.118,0.924,0.977,0.993,1.580
50m,0.118,0.984,4.753,0.193,0.842,0.942,0.976,2.018
80m,0.140,1.746,7.658,0.233,0.801,0.918,0.964,2.142
