ID,abs_rel,sq_rel,rmse,rmse_log,d1,d2,d3
unlimited,0.151,2.036,7.944,0.245,0.791,0.909,0.960,2.242
proxy_dpth,0.254,5.806,13.657,0.338,0.646,0.822,0.917,3.086
15m,0.054,0.090,0.820,0.078,0.960,0.987,0.996,1.140
25m,0.079,0.271,1.865,0.123,0.916,0.974,0.991,1.642
50m,0.127,1.136,4.941,0.203,0.831,0.934,0.973,2.097
80m,0.150,2.004,7.808,0.243,0.792,0.910,0.960,2.242
