ID,abs_rel,sq_rel,rmse,rmse_log,d1,d2,d3
unlimited,0.326,4.563,9.492,0.330,0.594,0.850,0.937,2.317
proxy_dpth,0.500,13.959,18.928,0.460,0.442,0.697,0.840,3.369
15m,0.164,0.311,1.680,0.166,0.877,0.991,0.998,1.020
25m,0.205,0.735,3.025,0.212,0.732,0.968,0.993,1.392
50m,0.282,2.534,6.509,0.290,0.622,0.886,0.964,1.981
80m,0.326,4.563,9.492,0.330,0.594,0.850,0.937,2.317
