ID,abs_rel,sq_rel,rmse,rmse_log,d1,d2,d3
unlimited,0.144,1.794,7.494,0.227,0.806,0.921,0.967,2.087
proxy_dpth,0.224,4.730,12.779,0.312,0.679,0.848,0.932,2.886
15m,0.054,0.085,0.792,0.075,0.964,0.989,0.997,0.997
25m,0.078,0.256,1.784,0.117,0.925,0.978,0.993,1.442
50m,0.122,1.029,4.638,0.190,0.844,0.944,0.977,1.937
80m,0.143,1.741,7.221,0.224,0.809,0.923,0.968,2.087
