ID,abs_rel,sq_rel,rmse,rmse_log,d1,d2,d3
unlimited,0.299,4.041,9.109,0.312,0.629,0.865,0.945,2.230
proxy_dpth,0.493,14.088,19.061,0.456,0.460,0.695,0.836,3.329
15m,0.142,0.251,1.517,0.147,0.919,0.992,0.999,0.924
25m,0.186,0.660,2.877,0.197,0.772,0.974,0.994,1.318
50m,0.260,2.283,6.271,0.274,0.658,0.899,0.969,1.917
80m,0.299,4.041,9.108,0.312,0.629,0.865,0.945,2.230
