ID,abs_rel,sq_rel,rmse,rmse_log,d1,d2,d3
unlimited,0.331,5.029,9.820,0.339,0.599,0.839,0.928,2.421
proxy_dpth,0.582,18.370,20.825,0.508,0.425,0.648,0.795,3.579
15m,0.138,0.254,1.539,0.147,0.907,0.992,0.998,0.973
25m,0.191,0.732,3.028,0.205,0.746,0.967,0.993,1.378
50m,0.282,2.766,6.732,0.294,0.628,0.876,0.958,2.055
80m,0.331,5.029,9.820,0.339,0.599,0.839,0.928,2.421
