ID,abs_rel,sq_rel,rmse,rmse_log,d1,d2,d3
unlimited,0.154,2.055,7.836,0.245,0.788,0.908,0.960,2.259
proxy_dpth,0.268,6.176,13.923,0.345,0.634,0.817,0.913,3.132
15m,0.057,0.093,0.842,0.081,0.960,0.987,0.996,1.184
25m,0.082,0.281,1.903,0.126,0.914,0.973,0.991,1.677
50m,0.130,1.153,5.001,0.206,0.827,0.932,0.972,2.097
80m,0.154,2.045,7.787,0.245,0.788,0.909,0.960,2.259
