Wall time,Step,Value
1777678113.8052921,0,0.36171719431877136
1777678115.8124359,1,0.37850046157836914
1777678117.578071,2,0.3742906153202057
1777678119.26847,3,0.3727235198020935
1777678121.281193,4,0.3529086112976074
1777678123.3181639,5,0.36350902915000916
1777678125.247227,6,0.3709028661251068
1777678127.359772,7,0.36448392271995544
1777678129.246068,8,0.3410699665546417
1777678130.9586601,9,0.3762718439102173
1777678132.994643,10,0.3649175465106964
1777678134.988866,11,0.33763548731803894
1777678136.903353,12,0.36166709661483765
1777678138.869833,13,0.3523494601249695
1777678140.742792,14,0.35433894395828247
1777678142.5197911,15,0.3543766140937805
1777678144.578835,16,0.34733349084854126
1777678146.560897,17,0.3587435185909271
1777678148.4786189,18,0.33889320492744446
1777678150.454404,19,0.3403833508491516
1777678152.241052,20,0.3401110768318176
1777678154.002259,21,0.3305513262748718
1777678156.026458,22,0.3564448356628418
1777678158.0637372,23,0.34994372725486755
1777678159.993711,24,0.3479759097099304
1777678161.8283148,25,0.3366919159889221
1777678163.619749,26,0.33987027406692505
1777678165.645688,27,0.36667484045028687
1777678167.9260008,28,0.351065993309021
1777678170.050473,29,0.3250449001789093
1777678172.0767848,30,0.3551485240459442
1777678173.92682,31,0.34686508774757385
1777678175.713072,32,0.3600756824016571
1777678177.8338282,33,0.3490012586116791
1777678179.9087832,34,0.35034769773483276
1777678181.8992262,35,0.38497114181518555
1777678184.3675241,36,0.40006640553474426
1777678186.308815,37,0.3291105031967163
1777678188.094403,38,0.33519062399864197
1777678190.151266,39,0.48443424701690674
1777678192.190903,40,0.3527368903160095
1777678194.3764741,41,0.34572628140449524
1777678196.3774028,42,0.3411535322666168
1777678198.222056,43,0.3306146562099457
1777678200.011281,44,0.35747238993644714
1777678202.097952,45,0.3364051282405853
1777678204.146453,46,0.34733396768569946
1777678206.0731509,47,0.3200318217277527
1777678207.96262,48,0.31796953082084656
1777678209.741782,49,0.3311865031719208
1777678211.817933,50,0.3398982882499695
1777678213.828923,51,0.34392887353897095
1777678215.7850518,52,0.35956552624702454
1777678217.719299,53,0.3304246664047241
1777678219.7176142,54,0.3454573452472687
1777678221.652283,55,0.33822759985923767
1777678223.623449,56,0.3545362055301666
1777678225.584974,57,0.3364408612251282
1777678227.5838962,58,0.32663899660110474
1777678229.473613,59,0.3212219178676605
1777678231.294741,60,0.3357110917568207
1777678233.016132,61,0.35279375314712524
1777678234.889577,62,0.33207544684410095
1777678236.927029,63,0.32269519567489624
1777678238.838062,64,0.3321804106235504
1777678240.720974,65,0.3297294080257416
1777678242.4955132,66,0.33587539196014404
1777678244.198219,67,0.3294903039932251
1777678246.206493,68,0.32838305830955505
1777678248.277065,69,0.33379215002059937
1777678250.248919,70,0.3303755521774292
1777678252.13699,71,0.3318004906177521
1777678253.912833,72,0.345669150352478
1777678255.5728111,73,0.3573569655418396
1777678257.5760782,74,0.3563474118709564
1777678259.6122081,75,0.34612178802490234
1777678261.5176718,76,0.34617701172828674
1777678263.367532,77,0.34021681547164917
1777678265.146286,78,0.33818089962005615
1777678266.788088,79,0.33814534544944763
1777678268.774018,80,0.3239940106868744
1777678270.8290932,81,0.3351288437843323
1777678272.732477,82,0.3464159369468689
1777678274.513479,83,0.3475100100040436
1777678276.194556,84,0.32911503314971924
1777678278.237349,85,0.3221324682235718
1777678280.314823,86,0.32948705554008484
1777678282.229055,87,0.33930936455726624
1777678284.043723,88,0.33021628856658936
1777678285.7655292,89,0.3387311100959778
1777678287.676277,90,0.328654021024704
1777678289.679583,91,0.32684263586997986
1777678291.772577,92,0.3329867720603943
1777678293.747902,93,0.32558366656303406
1777678295.519762,94,0.3413076400756836
1777678297.199358,95,0.3258311152458191
1777678299.250581,96,0.3301342725753784
1777678301.302699,97,0.34467899799346924
1777678303.1170828,98,0.3214470446109772
1777678304.900692,99,0.3467212915420532
1777678306.589362,100,0.3465351462364197
1777678308.5979059,101,0.3292754888534546
1777678310.6531541,102,0.34382420778274536
1777678312.596191,103,0.3258301019668579
1777678314.530441,104,0.334642618894577
1777678316.280106,105,0.34674790501594543
1777678317.983291,106,0.33110347390174866
1777678320.0411441,107,0.31863561272621155
1777678322.136478,108,0.34304580092430115
1777678324.044538,109,0.3386593163013458
1777678325.9739468,110,0.3358343839645386
1777678327.796525,111,0.33065953850746155
1777678329.64696,112,0.33264967799186707
1777678331.685312,113,0.33045729994773865
1777678333.8230379,114,0.3264469802379608
1777678335.7669609,115,0.3314729928970337
1777678337.509599,116,0.3291507065296173
1777678339.229694,117,0.3418078124523163
1777678341.028183,118,0.33707234263420105
1777678343.096863,119,0.3329518437385559
