ID,abs_rel,sq_rel,rmse,rmse_log,d1,d2,d3
unlimited,0.317,4.375,9.381,0.323,0.611,0.855,0.939,2.252
proxy_dpth,0.499,14.023,19.074,0.458,0.451,0.691,0.837,3.305
15m,0.153,0.279,1.590,0.156,0.901,0.992,0.999,0.923
25m,0.196,0.701,2.943,0.203,0.755,0.972,0.994,1.298
50m,0.274,2.460,6.458,0.283,0.640,0.890,0.965,1.923
80m,0.317,4.375,9.380,0.323,0.612,0.855,0.939,2.252
