ID,abs_rel,sq_rel,rmse,rmse_log,d1,d2,d3
unlimited,0.139,1.712,7.608,0.231,0.800,0.917,0.966,2.113
proxy_dpth,0.235,5.076,13.059,0.322,0.667,0.835,0.926,2.951
15m,0.053,0.086,0.791,0.076,0.963,0.988,0.996,1.079
25m,0.076,0.246,1.802,0.119,0.922,0.976,0.992,1.543
50m,0.118,0.953,4.709,0.192,0.840,0.940,0.978,1.977
80m,0.139,1.696,7.533,0.230,0.801,0.918,0.967,2.113
