ID,abs_rel,sq_rel,rmse,rmse_log,d1,d2,d3
unlimited,0.148,1.938,7.940,0.237,0.796,0.917,0.963,2.170
proxy_dpth,0.242,5.484,13.227,0.327,0.673,0.836,0.921,2.970
15m,0.055,0.084,0.783,0.075,0.965,0.990,0.997,1.056
25m,0.079,0.259,1.798,0.118,0.925,0.978,0.992,1.560
50m,0.125,1.077,4.788,0.195,0.839,0.942,0.975,2.042
80m,0.146,1.869,7.610,0.234,0.800,0.919,0.964,2.170
