ID,abs_rel,sq_rel,rmse,rmse_log,d1,d2,d3
unlimited,0.148,1.854,7.654,0.238,0.788,0.912,0.963,2.182
proxy_dpth,0.248,5.386,13.557,0.331,0.643,0.826,0.923,3.022
15m,0.056,0.092,0.835,0.080,0.960,0.987,0.996,1.171
25m,0.081,0.269,1.914,0.126,0.913,0.973,0.991,1.611
50m,0.125,1.029,4.896,0.201,0.826,0.935,0.974,2.009
80m,0.148,1.834,7.551,0.237,0.789,0.912,0.963,2.182
