ID,abs_rel,sq_rel,rmse,rmse_log,d1,d2,d3
unlimited,0.314,4.137,9.396,0.323,0.590,0.850,0.940,2.295
proxy_dpth,0.499,13.872,19.697,0.462,0.427,0.664,0.833,3.340
15m,0.161,0.303,1.665,0.164,0.874,0.992,0.999,1.111
25m,0.203,0.734,3.048,0.213,0.727,0.967,0.993,1.472
50m,0.272,2.299,6.418,0.284,0.618,0.887,0.968,1.974
80m,0.314,4.137,9.396,0.323,0.590,0.850,0.940,2.295
