ID,abs_rel,sq_rel,rmse,rmse_log,d1,d2,d3
unlimited,0.172,2.369,8.249,0.262,0.760,0.895,0.955,2.407
proxy_dpth,0.286,6.848,14.751,0.364,0.613,0.796,0.900,3.306
15m,0.058,0.096,0.884,0.084,0.960,0.987,0.996,1.230
25m,0.088,0.306,2.081,0.136,0.902,0.972,0.991,1.674
50m,0.144,1.300,5.433,0.222,0.798,0.922,0.970,2.180
80m,0.172,2.356,8.200,0.261,0.761,0.896,0.955,2.407
