ID,abs_rel,sq_rel,rmse,rmse_log,d1,d2,d3
unlimited,0.154,2.060,8.096,0.249,0.784,0.906,0.958,2.292
proxy_dpth,0.255,5.712,13.815,0.342,0.642,0.821,0.916,3.134
15m,0.058,0.095,0.852,0.082,0.959,0.987,0.996,1.208
25m,0.082,0.278,1.931,0.128,0.913,0.973,0.991,1.702
50m,0.130,1.145,5.041,0.208,0.825,0.932,0.972,2.137
80m,0.153,2.004,7.799,0.246,0.787,0.908,0.959,2.292
